Query,RetrievedDocuments
40359.query,VOM19980220.0900.3360 
40360.query,VOM19980506.0900.0225 
40361.query,VOM19980220.0900.3360 
40362.query,VOM19980502.0730.0193 
40363.query,VOM19980220.0900.3360 
40364.query,VOM19980220.0900.3360 
40365.query,VOM19980220.0900.3360 
40366.query,VOM19980220.0900.0190 
40367.query,VOM19980613.0700.0179 
40368.query,VOM19980614.0700.0458 
40369.query,VOM19980220.0900.3360 
40370.query,VOM19980228.0700.0327 
40371.query,VOM19980223.0900.3362 
40372.query,VOM19980220.0900.3360 
40373.query,VOM19980609.0730.0043 
40374.query,VOM19980428.0900.0215 
40375.query,VOM19980221.0700.0119 
40376.query,VOM19980220.0900.3360 
40377.query,VOM19980226.0900.3539 
40378.query,VOM19980224.0900.3400 
40379.query,VOM19980228.0700.1816 
40380.query,VOM19980403.0700.0372 
40381.query,VOM19980623.0730.0265 
40382.query,VOM19980223.0900.3362 
40383.query,VOM19980220.0900.3360 
40384.query,VOM19980220.0900.3360 
40385.query,VOM19980220.0900.3360 
40386.query,VOM19980223.0700.0240 
40387.query,VOM19980220.0900.3360 
40388.query,VOM19980306.0700.0284 
40389.query,VOM19980326.0900.0118 
40390.query,VOM19980613.0700.0179 
40391.query,VOM19980220.0900.3360 
40392.query,VOM19980613.0730.0072 
40393.query,VOM19980220.0900.3360 
40394.query,VOM19980220.0900.3360 
40395.query,VOM19980220.0900.3360 
40396.query,VOM19980223.0700.0240 
40397.query,VOM19980326.0900.0118 
40398.query,VOM19980223.0700.0882 
40399.query,VOM19980221.0700.0119 
40400.query,VOM19980502.0730.0193 
40401.query,VOM19980606.0700.0098 
40402.query,VOM19980221.0700.0119 
40403.query,VOM19980326.0700.0115 
40404.query,VOM19980222.0700.1880 
40405.query,VOM19980220.0900.3360 
40406.query,VOM19980317.0700.3608 
40407.query,VOM19980613.0700.0179 
40408.query,VOM19980317.0700.0723 
40409.query,VOM19980526.0700.0381 
40410.query,VOM19980221.0700.0119 
40411.query,VOM19980526.0700.0431 
40412.query,VOM19980502.0730.0193 
40413.query,VOM19980502.0730.0193 
40414.query,VOM19980502.0730.0193 
40415.query,VOM19980220.0900.3360 
40416.query,VOM19980221.0700.0119 
40417.query,VOM19980223.0700.0882 
40418.query,VOM19980223.0900.3362 
40419.query,VOM19980220.0900.3360 
40420.query,VOM19980326.0700.0115 
40421.query,VOM19980501.0700.0297 
40422.query,VOM19980223.0700.0882 
40423.query,VOM19980502.0730.0193 
40424.query,VOM19980222.0700.1880 
40425.query,VOM19980220.0900.3360 
40426.query,VOM19980223.0900.0154 
40427.query,VOM19980628.0730.0091 
40428.query,VOM19980613.0700.0179 
40429.query,VOM19980502.0730.0193 
40430.query,VOM19980225.0900.0178 
40431.query,VOM19980326.0700.0115 
40432.query,VOM19980428.0900.0156 
40433.query,VOM19980220.0900.3360 
40434.query,VOM19980502.0730.0193 
40435.query,VOM19980228.0700.1816 
40436.query,VOM19980410.0900.0241 
40437.query,VOM19980303.0700.0179 
40438.query,VOM19980515.0730.0165 
40439.query,VOM19980326.0700.0115 
40440.query,VOM19980327.0900.3463 
40441.query,VOM19980317.0900.3421 
40442.query,VOM19980228.0700.0156 
40443.query,VOM19980221.0700.0119 
40444.query,VOM19980221.0700.0119 
40445.query,VOM19980326.0900.0118 
40446.query,VOM19980221.0700.0119 
40447.query,VOM19980223.0700.0458 
40448.query,VOM19980222.0700.1880 
40449.query,VOM19980530.0730.0101 
40450.query,VOM19980428.0900.0156 
40451.query,VOM19980228.0700.1816 
40452.query,VOM19980526.0700.0431 
40453.query,VOM19980526.0700.0431 
40454.query,VOM19980613.0700.0179 
40455.query,VOM19980223.0700.0240 
40456.query,VOM19980613.0730.0072 
40457.query,VOM19980228.0700.1816 
40458.query,VOM19980613.0730.0143 
40459.query,VOM19980222.0700.1880 
40460.query,VOM19980327.0900.0126 
40461.query,VOM19980526.0700.0431 
40462.query,VOM19980502.0730.0193 
40463.query,VOM19980223.0700.0240 
40464.query,VOM19980223.0700.0240 
40465.query,VOM19980224.0700.1724 
40466.query,VOM19980531.0700.0380 
40467.query,VOM19980228.0700.1784 
40468.query,VOM19980614.0700.0458 
40469.query,VOM19980228.0700.1816 
40470.query,VOM19980223.0700.0945 
40471.query,VOM19980223.0700.0240 
40472.query,VOM19980618.0730.0152 
40473.query,VOM19980613.0730.0072 
40474.query,VOM19980613.0730.0072 
40475.query,VOM19980502.0730.0193 
40476.query,VOM19980613.0730.0072 
40477.query,VOM19980228.0700.1816 
40478.query,VOM19980502.0730.0193 
40479.query,VOM19980224.0900.3400 
40480.query,VOM19980619.0700.0392 
40481.query,VOM19980526.0700.0431 
40482.query,VOM19980502.0730.0193 
40483.query,VOM19980222.0700.0195 
40484.query,VOM19980304.0700.0408 
40485.query,VOM19980613.0730.0072 
40486.query,VOM19980502.0730.0193 
40487.query,VOM19980312.0900.0274 
40488.query,VOM19980613.0730.0072 
40489.query,VOM19980503.0700.0374 
40490.query,VOM19980502.0730.0193 
40491.query,VOM19980223.0700.0882 
40492.query,VOM19980613.0700.0179 
40493.query,VOM19980222.0700.1842 
40494.query,VOM19980618.0900.0057 
40495.query,VOM19980223.0700.0882 
40496.query,VOM19980228.0700.1816 
40497.query,VOM19980223.0700.1511 
40498.query,VOM19980223.0900.3362 
40499.query,VOM19980228.0700.1816 
40500.query,VOM19980326.0700.0115 
40501.query,VOM19980311.0700.0279 
40502.query,VOM19980221.0700.0119 
40503.query,VOM19980613.0700.0179 
40504.query,VOM19980613.0730.0143 
40505.query,VOM19980223.0700.0882 
40506.query,VOM19980602.0700.0417 
40507.query,VOM19980223.0700.0882 
40508.query,VOM19980223.0700.0882 
40509.query,VOM19980301.0700.0284 
40510.query,VOM19980613.0700.0179 
40511.query,VOM19980614.0700.0458 
40512.query,VOM19980613.0730.0072 
40513.query,VOM19980526.0700.0431 
40514.query,VOM19980613.0700.0179 
40515.query,VOM19980228.0700.1816 
40516.query,VOM19980223.0700.0882 
40517.query,VOM19980306.0700.0284 
40518.query,VOM19980614.0700.0458 
40519.query,VOM19980613.0730.0072 
40520.query,VOM19980221.0700.0119 
40521.query,VOM19980504.0730.0002 
40522.query,VOM19980223.0700.0240 
40523.query,VOM19980530.0730.0101 
40524.query,VOM19980614.0730.0034 
40525.query,VOM19980223.0700.0240 
40526.query,VOM19980613.0700.0179 
40527.query,VOM19980221.0700.0119 
40528.query,VOM19980526.0700.0431 
40529.query,VOM19980326.0900.3491 
40530.query,VOM19980224.0900.3400 
40531.query,VOM19980314.0700.0307 
40532.query,VOM19980303.0700.0179 
40533.query,VOM19980614.0700.0458 
40534.query,VOM19980502.0730.0193 
40535.query,VOM19980613.0700.0179 
40536.query,VOM19980317.0900.0114 
40537.query,VOM19980223.0700.0240 
40538.query,VOM19980613.0730.0072 
40539.query,VOM19980221.0700.0119 
40540.query,VOM19980613.0730.0072 
40541.query,VOM19980326.0900.0118 
40542.query,VOM19980613.0730.0072 
40543.query,VOM19980613.0730.0072 
40544.query,VOM19980614.0730.0034 
40545.query,VOM19980502.0730.0193 
40546.query,VOM19980613.0730.0072 
40547.query,VOM19980613.0730.0072 
40548.query,VOM19980619.0700.0307 
40549.query,VOM19980613.0700.0179 
40550.query,VOM19980613.0730.0072 
40551.query,VOM19980613.0730.0072 
40552.query,VOM19980613.0730.0072 
40553.query,VOM19980613.0730.0072 
40554.query,VOM19980613.0730.0072 
40555.query,VOM19980613.0730.0072 
40556.query,VOM19980613.0730.0072 
40557.query,VOM19980612.0730.0272 
40558.query,VOM19980605.0900.0007 
40559.query,VOM19980606.0700.0150 
40560.query,VOM19980619.0730.0035 
40561.query,VOM19980619.0730.0035 
40562.query,VOM19980619.0700.0149 
40563.query,VOM19980526.0900.0034 
40564.query,VOM19980613.0700.0112 
40565.query,VOM19980605.0700.0097 
40566.query,VOM19980612.0730.0039 
40567.query,VOM19980314.0700.0239 
40568.query,VOM19980612.0730.0151 
40569.query,VOM19980610.0730.0140 
40570.query,VOM19980606.0700.0150 
40571.query,VOM19980605.0700.0097 
40572.query,VOM19980603.0730.0115 
40573.query,VOM19980605.0700.0097 
40574.query,VOM19980605.0730.0003 
40575.query,VOM19980606.0700.0098 
40576.query,VOM19980529.0730.0042 
40577.query,VOM19980602.0730.0002 
40578.query,VOM19980603.0700.0103 
40579.query,VOM19980623.0900.0051 
40580.query,VOM19980606.0730.0028 
40581.query,VOM19980605.0900.0007 
40582.query,VOM19980619.0730.0035 
40583.query,VOM19980316.0700.0649 
40584.query,VOM19980605.0730.0003 
40585.query,VOM19980603.0700.0103 
40586.query,VOM19980606.0730.0028 
40587.query,VOM19980604.0700.0269 
40588.query,VOM19980602.0700.0036 
40589.query,VOM19980605.0730.0003 
40590.query,VOM19980528.0900.0006 
40591.query,VOM19980528.0900.0006 
40592.query,VOM19980603.0730.0115 
40593.query,VOM19980529.0700.0100 
40594.query,VOM19980528.0900.0006 
40595.query,VOM19980528.0900.0169 
40596.query,VOM19980531.0700.0120 
40597.query,VOM19980612.0700.0080 
40598.query,VOM19980605.0900.0007 
40599.query,VOM19980606.0700.0098 
40600.query,VOM19980509.0700.0089 
40601.query,VOM19980624.0700.0523 
40602.query,VOM19980603.0700.0103 
40603.query,VOM19980529.0730.0042 
40604.query,VOM19980526.0700.0133 
40605.query,VOM19980624.0730.0117 
40606.query,VOM19980520.0700.0074 
40607.query,VOM19980505.0700.0481 
40608.query,VOM19980503.0700.0524 
40609.query,VOM19980605.0900.0007 
40610.query,VOM19980605.0900.0007 
40611.query,VOM19980312.0900.1868 
40612.query,VOM19980606.0700.0150 
40613.query,VOM19980529.0730.0042 
40614.query,VOM19980527.0700.0163 
40615.query,VOM19980522.0730.0122 
40616.query,VOM19980515.0730.0097 
40617.query,VOM19980605.0900.0007 
40618.query,VOM19980523.0700.0312 
40619.query,VOM19980406.0900.0044 
40620.query,VOM19980527.0700.0094 
40621.query,VOM19980605.0730.0003 
40622.query,VOM19980616.0700.0538 
40623.query,VOM19980527.0900.0188 
40624.query,VOM19980520.0700.0074 
40625.query,VOM19980520.0700.0074 
40626.query,VOM19980319.0700.0108 
40627.query,VOM19980520.0700.0074 
40628.query,VOM19980605.0900.0007 
40629.query,VOM19980520.0700.0074 
40630.query,VOM19980605.0730.0003 
40631.query,VOM19980520.0700.0074 
40632.query,VOM19980529.0700.0168 
40633.query,VOM19980520.0700.0074 
40634.query,VOM19980515.0900.0047 
40635.query,VOM19980505.0700.0481 
40636.query,VOM19980520.0700.0074 
40637.query,VOM19980605.0900.0007 
40638.query,VOM19980520.0700.0074 
40639.query,VOM19980311.0700.0357 
40640.query,VOM19980520.0700.0074 
40641.query,VOM19980520.0700.0074 
40642.query,VOM19980526.0730.0039 
40643.query,VOM19980520.0700.0074 
40644.query,VOM19980619.0730.0035 
40645.query,VOM19980529.0700.0100 
40646.query,VOM19980520.0700.0074 
40647.query,VOM19980529.0700.0100 
40648.query,VOM19980521.0730.0029 
40649.query,VOM19980304.0700.0271 
40650.query,VOM19980304.0700.0271 
40651.query,VOM19980304.0700.0271 
40652.query,VOM19980522.0700.0037 
40653.query,VOM19980611.0900.0042 
40654.query,VOM19980522.0730.0004 
40655.query,VOM19980303.0900.1975 
40656.query,VOM19980314.0700.0239 
40657.query,VOM19980319.0700.0108 
40658.query,VOM19980506.0700.0042 
40659.query,VOM19980506.0700.0042 
40660.query,VOM19980506.0700.0042 
40661.query,VOM19980509.0730.0027 
40662.query,VOM19980506.0700.0042 
40663.query,VOM19980509.0700.0089 
40664.query,VOM19980509.0700.0089 
40665.query,VOM19980507.0730.0066 
40666.query,VOM19980506.0700.0042 
40667.query,VOM19980509.0700.0089 
40668.query,VOM19980509.0700.0089 
40669.query,VOM19980507.0900.0040 
40670.query,VOM19980506.0700.0042 
40671.query,VOM19980506.0700.0042 
40672.query,VOM19980504.0730.0002 
40673.query,VOM19980507.0700.0242 
40674.query,VOM19980507.0700.0521 
40675.query,VOM19980507.0700.0521 
40676.query,VOM19980507.0700.0521 
40677.query,VOM19980413.0900.0234 
40678.query,VOM19980224.0900.2290 
40679.query,VOM19980507.0700.0521 
40680.query,VOM19980605.0700.0440 
40681.query,VOM19980220.0700.2814 
40682.query,VOM19980220.0700.2814 
40683.query,VOM19980220.0700.2814 
40684.query,VOM19980221.0700.3085 
40685.query,VOM19980221.0700.3085 
40686.query,VOM19980220.0700.2814 
40687.query,VOM19980224.0900.3022 
40688.query,VOM19980220.0700.0707 
40689.query,VOM19980221.0700.3085 
40690.query,VOM19980220.0700.0707 
40691.query,VOM19980224.0900.3022 
40692.query,VOM19980223.0700.1511 
40693.query,VOM19980220.0700.2814 
40694.query,VOM19980220.0700.2814 
40695.query,VOM19980224.0900.3022 
40696.query,VOM19980220.0700.2814 
40697.query,VOM19980220.0700.2814 
40698.query,VOM19980220.0900.3559 
40699.query,VOM19980220.0700.2814 
40700.query,VOM19980220.0700.2814 
40701.query,VOM19980220.0700.2814 
40702.query,VOM19980220.0700.2814 
40703.query,VOM19980221.0700.3085 
40704.query,VOM19980220.0700.2814 
40705.query,VOM19980221.0700.3085 
40706.query,VOM19980221.0700.3085 
40707.query,VOM19980220.0700.2814 
40708.query,VOM19980220.0700.2814 
40709.query,VOM19980220.0700.2814 
40710.query,VOM19980221.0700.3085 
40711.query,VOM19980221.0700.3085 
40712.query,VOM19980220.0700.2814 
40713.query,VOM19980220.0700.2814 
40714.query,VOM19980220.0700.2814 
40715.query,VOM19980220.0700.2814 
40716.query,VOM19980220.0700.2814 
40717.query,VOM19980220.0700.2814 
40718.query,VOM19980220.0700.2814 
40719.query,VOM19980612.0730.0286 
40720.query,VOM19980221.0700.3085 
40721.query,VOM19980220.0700.2814 
40722.query,VOM19980220.0700.2814 
40723.query,VOM19980220.0700.2814 
40724.query,VOM19980220.0700.2814 
40725.query,VOM19980612.0730.0286 
40726.query,VOM19980224.0900.3022 
40727.query,VOM19980220.0700.2814 
40728.query,VOM19980620.0730.0173 
40729.query,VOM19980220.0700.2814 
40730.query,VOM19980220.0700.2814 
40731.query,VOM19980220.0700.2814 
40732.query,VOM19980620.0700.0552 
40733.query,VOM19980221.0700.3085 
40734.query,VOM19980220.0700.2814 
40735.query,VOM19980612.0730.0286 
